income,married,kids,nonwhite,female,education,urban,ability
61353.56,0,1,0,1,12,1,13
54232.54,1,0,0,0,12,1,30
105969.37,1,1,1,0,12,0,14
42483.47,1,0,1,0,9,0,92
67683.69,0,0,0,0,12,0,5
11034.34,0,1,1,1,6,1,54
10166.62,0,0,1,0,3,1,46
88046.13,0,0,1,0,12,0,44
15710.35,1,2,1,1,9,1,80
47007.72,1,2,1,0,11,1,85
912073.07,1,0,0,0,16,0,70
10548.4,1,0,1,0,5,0,50
11229.36,0,0,0,1,7,0,10
76265.53,0,2,1,1,12,0,68
281638.21,0,1,0,0,13,0,10
34026.51,0,0,1,0,7,0,50
11734.03,1,1,1,1,8,0,17
97964.47,0,0,1,1,12,1,11
111809.17,1,0,0,0,12,1,87
32740.34,0,0,0,1,11,1,90
138150.07,1,0,1,0,10,0,0
76820.21,0,1,0,1,13,0,74
235326.46,1,0,1,1,15,1,80
669570.5,0,3,1,1,15,0,72
11362.65,0,0,0,0,5,1,9
34814.98,0,4,0,0,8,1,44
151389.47,0,1,1,0,13,0,87
82451.09,0,1,0,0,12,1,16
188880.47,1,4,1,1,14,0,72
10234.77,0,0,1,0,4,0,25
63668.6,0,1,0,1,12,0,81
13427.63,0,0,1,0,8,0,11
22881.82,0,0,0,0,10,1,47
255760.53,0,2,0,1,15,1,87
168894.76,0,0,1,1,8,1,1
44767,1,0,0,1,12,1,60
30376.58,0,4,1,1,11,1,89
570066.94,0,2,0,0,13,0,10
54278.56,1,0,0,0,12,1,14
17709.76,0,0,1,0,6,0,67
11910.15,1,2,0,1,6,0,20
10873.93,0,0,1,1,6,1,66
132368.08,1,2,1,0,13,1,52
230423.47,1,0,1,1,12,1,49
110480.98,1,0,0,1,13,0,81
10627.56,0,2,1,0,5,0,60
534231.26,0,0,0,1,13,0,53
11259.86,1,0,0,1,7,0,25
11315.4,0,0,1,1,7,1,4
40776.26,1,2,1,1,9,0,31
14308.84,0,2,1,1,6,1,20
13506.75,1,1,1,0,8,0,11
13116.86,0,2,1,1,9,1,25
80896.03,0,0,1,0,12,1,47
19413.62,0,2,1,1,10,1,13
102457.96,0,3,0,1,13,0,10
27959.91,0,1,0,0,9,0,39
11872.72,0,4,0,0,7,1,51
17543.91,1,0,0,1,10,0,17
10008.08,1,0,1,0,-1,0,5
13512.8,1,4,1,1,7,0,17
54363.8,0,0,1,1,12,1,58
178336.49,1,0,0,0,12,0,50
56177.89,1,0,1,1,10,0,13
44011.33,0,0,1,1,10,0,34
305136.1,1,0,0,0,11,0,34
823583.56,0,1,0,1,16,0,78
152581.56,1,0,0,0,12,1,97
11013.43,0,0,0,1,5,0,24
62684.08,0,0,1,0,11,1,98
23140.26,1,0,0,1,8,0,96
30132.98,1,0,1,0,10,1,71
67668.25,0,0,1,0,12,0,73
15481.99,1,0,0,0,8,0,66
346787.88,1,0,0,0,14,1,86
58362.97,0,0,0,1,10,0,17
11201.84,0,0,0,0,7,1,41
67688.48,0,0,0,1,12,0,45
28081.64,0,2,1,1,11,0,31
13160.45,1,0,1,0,5,0,63
98912.46,1,1,1,0,12,0,17
45727.04,0,0,1,1,12,0,38
17343.05,0,0,1,0,8,1,24
456445.66,1,0,1,0,15,0,78
14384.36,0,3,0,1,9,0,10
11863.5,0,0,1,0,7,1,53
78323.06,0,0,1,1,10,1,21
36434.11,1,4,1,0,11,0,70
11430.14,1,2,0,1,8,0,8
10909.8,1,2,1,1,3,1,38
799444.58,1,0,1,0,15,0,84
85941.71,0,1,1,0,12,0,12
177978.78,0,0,0,0,12,1,48
34667.45,0,1,1,1,10,0,54
38349.63,0,1,0,1,9,0,0
121616.44,0,0,1,0,12,0,40
46203.52,1,4,1,1,12,1,25
23135.59,0,2,1,0,10,1,68
698619.97,0,0,1,1,14,1,1
42896.09,1,0,0,1,12,0,76
299638.06,1,0,0,1,15,1,83
408598.3,0,0,1,1,15,0,57
19958.48,1,0,1,1,6,1,22
11744.05,0,1,1,0,6,1,66
649857.66,1,3,0,0,14,1,50
145444.65,0,2,1,0,12,1,35
332794.9,1,1,1,0,13,0,85
129508.49,0,2,1,0,9,1,10
12801.95,0,0,1,1,8,0,14
106356.29,0,0,0,1,13,1,95
202037.05,1,0,0,0,13,0,14
29218.16,1,0,1,0,8,0,75
47525.91,0,2,1,1,12,1,89
70468,1,2,1,1,11,0,85
82625.55,1,3,0,1,12,1,62
270309.82,0,0,0,1,13,1,85
28262.46,1,0,1,1,11,1,9
194313.91,1,4,0,1,15,0,22
10311.67,1,1,0,0,2,1,66
17311.94,1,1,0,1,8,0,63
33187.49,1,1,1,0,11,1,45
16561.03,0,3,0,1,10,0,18
14167.64,0,1,1,1,6,0,7
14771.77,1,0,1,0,8,1,86
86497.39,1,0,0,1,13,0,4
126201.73,0,1,1,0,12,0,32
75876.49,1,0,1,0,8,0,48
17447.48,1,2,0,1,9,1,5
167839.23,1,4,1,0,12,1,24
57863.28,0,0,0,0,10,1,13
11828.14,1,0,1,1,7,0,22
93128.59,0,0,0,1,11,1,70
10696.44,1,3,1,0,6,0,37
13920.13,0,0,1,0,7,0,51
11075.64,0,0,1,1,7,1,0
29911.28,1,0,1,0,9,0,92
36332.09,0,0,1,0,11,0,73
27239.68,0,0,0,0,7,1,67
84783.89,0,2,0,0,12,1,29
127884.22,1,0,1,0,11,0,45
189182.88,0,2,1,1,12,1,61
11142.96,1,1,0,0,6,0,6
13146.9,0,0,1,1,7,1,38
23880.29,0,0,0,1,11,0,17
31567.12,0,4,1,0,11,1,39
23994.28,0,0,0,1,10,0,49
17260.27,1,0,1,0,6,0,4
18113.03,0,0,1,0,7,1,28
81686.54,1,0,0,1,12,1,18
64889.81,0,0,0,0,12,0,6
180643.74,1,3,1,0,13,1,67
271330.9,0,0,1,0,14,1,46
48793.37,0,1,0,1,12,0,2
10858.56,1,0,0,0,6,0,54
50687.9,1,2,0,1,10,0,49
15294.1,1,0,1,1,10,1,19
125942.39,0,0,1,1,13,0,76
31501.75,0,3,1,0,8,0,52
110264.76,0,1,1,0,10,0,54
71867.78,0,1,0,0,11,0,60
63708.05,1,1,0,0,10,1,31
743665.75,0,0,1,0,14,0,90
192774.4,0,1,0,1,13,1,84
10622.77,1,2,1,0,6,0,22
121920.42,0,0,1,0,12,0,74
20714.21,0,0,1,1,7,0,11
22030.35,0,0,1,0,9,0,68
264236.76,1,0,0,1,14,1,23
10791.78,1,1,0,1,6,1,21
673247.75,0,1,1,0,14,0,93
46291.64,1,2,0,0,7,0,32
12607.05,1,0,1,0,7,0,25
11130.52,1,0,1,0,5,0,17
16586.41,1,3,1,0,9,1,17
12634.24,0,0,1,1,8,1,61
16034.86,1,0,0,0,9,0,64
182417.08,1,0,1,1,12,0,78
11082.13,0,0,1,1,7,0,43
16340.46,1,1,1,0,8,0,15
65114.67,0,1,0,1,13,1,64
14043.35,1,2,1,0,5,1,84
39241.61,0,0,0,1,11,1,16
12121.55,1,2,1,0,6,1,21
830835.43,1,0,1,1,13,0,65
256164.36,1,0,0,0,11,1,79
19801.6,0,0,1,0,8,1,85
11459.07,1,0,0,1,6,0,24
11629.12,0,0,1,1,7,1,46
15359.76,1,3,0,0,6,0,54
10950.79,1,1,1,0,5,1,37
22704.22,0,0,1,1,8,1,43
24816.51,1,2,0,0,10,0,6
219814.87,1,2,0,0,13,0,68
149291.21,1,0,0,1,13,1,10
11321.01,1,4,0,1,7,1,16
37460.59,0,2,1,0,10,0,11
10284.16,1,1,1,1,4,0,69
682885.52,1,0,0,1,10,1,67
16552.6,0,0,1,1,10,1,8
70319.32,1,2,1,0,11,0,61
103799.1,0,2,0,1,13,0,23
54021.53,0,1,1,1,12,1,42
70632.62,1,3,1,0,12,1,74
10971.05,1,2,1,1,7,1,60
15504.82,0,4,0,0,8,0,29
272659,1,0,0,0,13,1,67
20020.01,0,0,1,1,8,1,66
112251.81,0,1,1,1,14,0,8
11565.2,0,0,0,0,6,1,73
138666.47,1,0,1,0,12,1,90
11559.01,0,0,1,1,4,0,25
249523.54,1,0,1,1,14,1,79
48586.35,0,0,1,1,12,0,34
160401.29,1,0,0,1,11,1,55
370620.59,1,1,0,1,11,1,11
11035.61,1,0,1,0,6,0,17
13483.53,0,0,1,0,8,0,40
15935.35,1,0,1,1,9,0,40
14438.07,1,0,0,1,8,0,11
10648.27,1,1,1,1,6,1,64
68564.27,1,2,0,0,12,1,25
57687.88,1,0,1,1,13,0,65
15896.17,1,0,1,0,8,0,65
93985.38,1,1,1,1,14,1,89
10661.68,1,0,1,0,6,0,18
108071.38,0,1,1,0,12,1,47
329179.52,1,1,0,0,13,0,34
51872.89,1,0,0,1,12,0,9
10828.47,1,2,0,0,5,0,46
21089.94,1,4,1,1,6,1,10
142715.12,0,4,1,0,13,0,27
16222.86,0,0,1,0,8,1,43
435063.41,1,0,0,0,13,0,75
66815.92,1,0,1,1,12,1,84
38549.69,1,0,0,0,11,0,41
164585.41,0,4,0,0,12,1,46
23315.73,1,0,1,0,9,1,1
19043.38,1,0,1,1,10,0,30
43343.59,1,0,1,1,11,1,9
79809,1,0,1,1,13,1,0
20958.22,0,1,1,1,9,1,58
54752.15,1,0,0,1,12,0,76
22884.27,0,0,0,1,10,1,68
134112.08,0,0,1,1,12,1,16
20646.45,0,0,1,0,9,0,61
210542.58,0,0,1,0,13,1,74
105592.76,1,0,0,0,12,1,92
75518.81,1,0,0,1,12,0,2
25601.44,0,0,1,1,8,0,37
23214.12,0,0,1,1,10,0,93
146671.12,1,0,0,1,12,1,29
15708.03,0,0,1,1,9,1,68
13395.13,0,0,1,1,9,0,1
10208.42,0,2,1,1,2,0,69
56996.77,0,0,0,1,12,1,94
11539.88,0,0,1,1,8,0,6
45209.73,1,0,1,1,10,1,32
727547.2,1,0,0,0,15,0,16
23210.57,0,2,1,0,9,0,4
11342.07,0,0,1,0,2,0,8
10241.81,1,1,1,0,4,1,1
10850.71,0,0,1,0,5,0,35
218825.61,0,1,0,0,13,1,63
511365.57,0,0,1,0,15,0,8
12085.46,1,0,1,0,8,0,6
10477.1,1,3,1,0,5,1,31
15528.56,0,3,1,0,7,0,93
127044.12,0,1,1,0,12,1,97
22719.5,1,0,1,0,9,0,32
65713.07,1,0,1,0,11,1,11
11447.2,1,0,1,0,6,0,83
11722.37,1,2,1,1,7,1,24
10513.07,1,0,1,0,5,1,15
55321.95,1,0,0,1,9,1,52
16597.25,0,3,0,0,7,1,73
18975.7,0,2,1,1,10,0,6
18686.96,1,1,0,0,8,1,41
489777.87,1,0,1,1,15,0,96
139942.95,1,0,1,1,12,1,31
15453.83,1,1,1,0,9,0,33
47529.22,1,0,1,0,10,0,56
24439.07,1,0,1,0,10,0,3
20862.47,1,0,1,0,8,1,59
19405.27,1,0,0,1,10,0,18
343971.42,0,4,0,1,13,1,38
10271.96,0,1,1,1,4,0,1
21149.33,1,0,0,1,11,1,3
84128.91,1,0,1,1,13,1,75
98507.44,1,0,1,1,13,0,78
205996.44,0,0,0,0,13,1,34
357504.64,0,0,0,0,14,1,98
13090.78,0,0,1,1,8,0,30
293289.01,0,1,1,0,10,0,75
45391.84,0,0,0,1,12,1,43
24595.5,1,0,1,1,10,1,20
10992.95,1,2,0,1,7,0,27
25042.97,1,0,1,1,9,0,29
10608.73,0,0,1,0,6,1,13
37415.66,0,0,0,1,11,0,5
51994.91,0,0,1,0,7,1,59
84183.48,1,0,0,0,12,0,17
26359.6,1,0,1,1,11,0,45
574420.62,1,0,0,0,15,1,64
153156.75,0,0,1,0,12,1,29
10750.69,1,0,1,1,7,0,15
12449.61,1,0,1,0,7,0,19
10026.18,0,0,1,0,1,0,39
48201.53,0,0,1,1,12,1,75
11322.37,0,0,1,0,6,1,25
12748.07,1,0,1,0,7,1,78
69096.15,0,0,0,0,12,0,52
298447.61,1,2,1,0,12,0,42
25754.53,0,0,1,0,9,1,53
119881.71,1,2,0,0,12,0,36
789656.43,1,0,0,0,14,1,98
12664.04,1,0,0,1,8,1,55
40167.55,1,1,0,1,9,1,41
31729.47,0,2,1,0,10,0,11
68326.65,1,1,0,1,13,0,32
293724.34,1,1,1,1,13,1,18
20056.56,0,1,0,1,10,1,20
11391.59,0,0,1,0,7,1,23
13593.09,0,0,1,1,9,0,5
11379.95,1,2,1,1,6,1,51
153747.22,1,2,0,0,13,0,18
12767.99,1,0,0,1,8,0,5
32368.62,1,3,1,1,10,0,36
196833.48,0,0,1,1,14,0,66
102193.64,0,0,0,0,12,1,55
10680.8,1,0,1,0,5,0,25
13251.18,0,4,1,0,8,0,68
17796.74,0,0,1,1,9,0,31
601204.83,0,0,1,1,12,0,1
10830.8,0,1,1,1,7,0,0
55417.6,1,0,0,1,12,0,8
15723.7,1,0,1,0,8,0,89
345461.73,0,0,1,0,14,0,74
14868.56,0,1,0,1,7,0,63
11330.24,1,0,0,0,7,1,4
50277.02,1,0,1,1,12,0,56
54440.39,0,2,0,0,10,1,18
762274.45,1,4,0,1,16,1,61
472154.72,0,0,1,1,14,0,83
11484.09,1,1,1,1,7,1,42
15755.54,1,0,1,1,9,0,0
68415.54,1,4,0,1,12,0,7
10154.78,0,0,0,0,3,0,56
21860.36,0,3,0,0,9,1,52
59175.86,1,2,1,1,13,0,88
37530.13,0,0,0,1,11,0,68
18011.15,0,0,1,0,9,1,55
23271.34,0,0,1,0,10,1,68
27690.99,0,0,1,1,11,0,94
14405.32,0,0,1,0,6,1,30
12231.42,1,1,1,0,8,1,10
229238.41,0,1,1,1,13,1,94
159467.98,1,1,0,0,13,0,11
50104.87,1,0,1,0,12,0,4
476135.27,1,0,0,1,16,1,83
11210.98,1,4,1,1,6,1,12
43171.54,1,0,0,1,10,0,77
34021.07,0,0,1,0,11,1,40
10296.77,0,0,1,1,5,1,89
11408.34,1,0,1,0,6,0,16
70217.4,1,0,0,1,13,0,32
74922.11,0,2,1,0,12,1,44
245020.63,0,2,1,1,15,1,48
14265.35,1,0,1,0,6,0,5
197995.94,0,0,0,0,13,1,41
72567.35,0,0,1,1,13,0,53
25496.34,1,4,1,0,8,0,20
10836.55,1,0,1,1,6,0,7
44719.83,1,0,1,1,12,1,77
14420.28,1,1,1,0,5,0,49
134445.12,0,2,1,0,12,0,69
10375.78,0,0,0,1,6,1,14
14203.17,1,2,1,0,8,1,49
23310.61,0,0,1,0,10,0,39
76015.06,1,0,0,1,11,0,48
629390.75,0,0,0,1,15,0,10
206143.85,1,2,0,0,11,0,25
11225.98,1,0,0,1,6,1,35
24166.63,1,4,1,0,8,0,38
343655.86,1,0,0,0,11,1,48
415357.28,0,0,1,1,15,1,71
10295.47,0,0,0,0,5,0,21
23289.62,0,1,1,0,8,1,38
39714.9,0,0,0,1,12,0,16
12672.28,0,3,1,0,6,1,37
76636.58,1,1,0,1,12,0,23
73311.06,1,2,0,1,12,0,93
25423.4,0,0,0,0,9,1,22
210719.68,1,0,1,1,14,0,61
737358.46,1,0,0,1,16,0,94
50955.39,1,0,1,1,12,1,34
65829.31,0,0,1,1,12,0,56
126828.28,1,0,1,1,14,1,91
106527.94,1,2,0,0,12,0,83
31154.97,0,2,0,1,12,1,7
72277.35,0,1,0,1,12,0,51
904875.6,1,0,1,0,14,1,96
12932.89,1,2,1,1,7,1,42
234726.89,1,2,0,1,15,1,24
134418.11,0,4,1,1,13,0,99
11520.51,0,0,1,0,4,1,53
14351.4,1,1,0,1,7,0,65
18714.99,1,0,1,1,5,1,55
11847.25,0,1,0,0,6,0,40
13433.65,0,4,0,0,7,1,53
12490.24,1,4,0,0,8,0,43
12252.64,1,0,1,0,8,1,24
14207.76,1,0,1,0,7,1,53
94777.57,0,0,0,1,12,0,10
11610.84,0,0,1,0,7,0,42
15222.33,0,0,1,1,9,0,57
314304.36,1,1,1,1,14,0,53
88938.81,1,2,1,1,12,0,48
94863.11,0,0,0,0,12,0,10
112413.05,1,0,1,1,13,1,97
408948.74,1,0,0,0,14,1,84
589452.17,0,0,0,1,12,1,30
12276.85,0,0,0,0,7,0,66
44129.66,1,3,0,1,12,1,65
19982.63,1,2,0,0,8,1,0
17303.77,0,1,1,1,10,0,68
21749.12,1,0,0,0,7,1,69
14348.38,1,0,0,1,8,0,20
10358.82,1,0,1,0,3,1,52
58637.14,1,2,1,0,12,0,56
52055.43,0,0,1,1,13,0,0
12345.98,0,0,1,0,7,0,13
102314.38,1,1,1,1,12,1,56
179062.74,1,0,1,0,13,1,7
10216.07,1,0,1,0,2,0,41
17153.16,1,0,1,0,7,0,41
14934.77,0,3,1,0,8,1,63
19760.89,1,1,1,1,9,1,48
25468.88,1,2,0,1,9,0,39
12107.94,0,0,0,0,7,0,32
512017.18,1,0,1,1,13,0,50
12571.82,0,2,1,1,8,1,2
16618.85,1,0,0,0,8,0,30
18080.58,0,0,0,1,8,0,69
147489.28,0,0,0,0,12,0,58
181457.88,0,0,0,1,15,1,4
14845.35,0,0,1,1,9,1,45
718877.6,0,4,0,1,15,1,75
13765.74,1,0,1,1,7,1,92
13394.02,0,0,1,0,7,0,36
10417.48,1,0,1,0,5,1,4
10077.93,1,0,1,0,3,1,33
26596,1,0,0,1,11,0,69
24720.36,0,0,0,1,11,0,0
859175.14,0,4,1,1,15,1,92
64284.66,0,0,1,0,10,1,87
28077.61,0,0,0,0,9,1,31
327221.34,0,0,1,1,16,0,31
56142.21,1,0,0,0,12,0,11
12345.76,0,2,1,0,7,1,68
11842.61,0,0,1,0,5,1,14
13199.81,1,0,1,1,8,1,21
31819.1,0,1,1,0,11,1,20
11043.34,1,0,1,0,6,1,4
12750.29,0,1,0,1,8,0,43
309170.01,1,4,0,1,14,1,76
117116.61,0,0,0,1,12,1,47
15047.01,0,1,1,0,6,0,3
112475.15,1,0,0,1,13,1,12
11994.9,1,0,0,1,7,1,79
13209.01,1,2,1,1,7,0,43
11006.41,0,0,1,1,6,0,34
146719.58,1,4,0,1,13,1,90
11376.59,1,0,1,1,7,0,48
33226.09,1,0,1,1,11,1,27
11141.28,1,0,1,0,6,0,62
206713.82,0,2,0,0,10,0,3
29108.85,0,0,1,1,12,1,15
11137.54,0,0,1,0,6,1,36
15994.87,0,0,1,0,6,0,28
105888.58,1,0,0,1,11,0,72
14192.55,0,0,0,1,9,1,66
39727.24,1,4,1,1,12,1,67
11985.61,1,3,0,0,6,0,28
400151.89,1,1,1,1,16,0,85
15548.58,1,0,0,0,8,1,12
11208.22,0,0,1,0,5,0,41
20189.94,1,3,1,1,10,0,37
17035.3,0,0,1,1,10,1,9
231505.86,0,0,1,0,12,0,22
12350.85,0,0,1,0,7,1,12
67940.51,0,4,1,1,12,1,70
173941.12,1,1,1,0,13,0,88
347934.34,0,3,1,1,14,0,92
80699.18,1,2,1,1,10,0,5
79483.15,1,0,0,0,12,1,48
144763.57,0,2,1,1,12,1,19
515730.77,0,1,1,0,11,1,92
71089.9,0,0,1,0,12,0,49
107930.39,1,3,1,0,12,1,88
11485.03,1,0,1,0,5,0,52
18282.38,1,0,1,1,9,1,60
317305.31,0,2,0,1,15,0,5
23382.86,0,2,0,1,10,1,20
12340.73,1,0,1,1,8,1,59
50517.35,0,0,0,0,11,1,98
42709.29,0,0,1,1,12,1,44
44214.24,0,2,1,0,11,0,48
21864.06,1,0,1,1,9,1,33
679602.78,0,1,0,0,12,1,33
133162.2,0,3,1,1,13,0,90
22485.23,0,0,1,0,10,1,16
12889.16,1,3,1,0,8,0,25
14156.65,1,0,1,1,8,1,5
31711.37,1,0,1,1,10,0,1
10197,0,1,1,0,4,0,70
56929.02,0,1,1,1,12,1,28
235184.19,1,1,1,0,13,1,87
18771.42,1,0,1,1,10,1,28
14780.52,1,0,1,1,8,1,4
29699.21,1,2,0,0,10,0,8
10466.78,0,0,1,1,6,1,27
44950.82,0,2,1,1,11,0,15
57194.77,0,0,0,1,12,1,59
31241.07,0,0,0,0,9,1,55
111030.83,0,0,0,1,12,0,61
16145.33,1,1,1,0,6,0,99
99612.71,1,0,0,0,10,0,46
23147.45,1,2,1,1,7,1,26
917934.3,1,0,0,0,15,0,18
33855.79,1,4,0,1,10,0,80
226749.52,1,0,1,1,14,0,49
820664.94,0,0,1,1,17,1,90
10773.46,0,0,1,0,6,1,61
684685.81,1,1,1,1,16,1,74
129188.8,1,4,0,1,11,0,10
10390.49,1,0,1,0,3,1,64
11767.18,0,0,1,0,7,0,16
12391.45,0,0,0,1,7,1,94
10596.35,1,0,0,0,4,1,24
14139.48,1,0,1,0,8,0,57
31091.94,0,0,0,0,9,1,72
18797.2,0,0,0,0,9,0,0
23156.19,1,2,1,0,7,1,29
102802.62,1,0,0,1,13,0,17
44472.37,1,0,1,0,11,1,46
309406.13,0,0,1,1,13,0,59
11466.88,1,0,1,1,8,1,29
26935.55,0,0,0,0,9,0,41
10675.61,1,2,1,0,5,1,56
251248.73,1,2,1,1,11,0,5
11835.14,0,2,1,1,5,1,66
10134.49,1,2,1,0,2,0,5
10801.93,1,0,1,1,7,1,7
77775.35,0,0,0,1,13,1,59
11144.5,0,4,1,1,7,1,5
10910.6,0,2,1,1,7,1,26
68714.59,1,3,0,1,12,0,98
346578.55,0,3,1,1,11,1,94
10646.25,0,0,1,0,5,1,44
25406.98,0,0,1,1,11,1,26
19665.33,0,0,0,0,8,1,72
849910.06,0,2,0,0,15,1,71
185778.8,1,0,1,1,12,0,23
148534.12,0,0,1,1,13,1,91
139659.02,1,0,0,1,12,1,93
864179.4,1,1,0,1,17,1,31
11481.62,0,1,1,1,8,0,14
11060.3,0,3,1,1,5,0,23
637940.87,0,3,1,0,12,1,15
10220.26,0,2,1,1,5,0,41
82049.13,0,0,0,0,11,1,62
251121.14,1,4,0,0,14,0,42
29120.61,1,0,1,0,8,1,65
12390.38,1,0,0,1,8,1,0
12007.54,1,2,1,1,6,1,31
10391.5,0,4,1,0,5,0,61
35477.94,0,0,0,1,11,0,98
263316.8,1,3,0,1,14,0,83
93823.13,0,0,1,0,11,1,2
10079.14,0,0,1,1,3,1,13
14532.95,0,1,1,1,8,0,26
10351.61,0,3,0,0,4,1,18
54814.35,0,1,1,1,12,1,54
71000.59,1,4,0,0,12,1,35
11074.64,0,1,1,1,6,0,9
10862.61,0,0,1,1,7,0,27
645694.63,0,0,0,0,13,1,40
42828.4,1,2,0,1,11,1,19
40374.28,0,0,1,1,7,1,1
15006.09,0,1,0,0,8,1,86
241617.92,1,0,0,0,13,0,98
253659.36,0,0,1,0,14,1,2
21310.2,0,1,1,0,9,0,41
11780.27,0,2,0,1,5,0,43
74869.29,0,2,0,0,12,1,16
82000.47,0,0,0,0,9,0,73
19446.33,0,0,1,1,9,0,68
11620.2,1,0,1,0,7,1,52
75823.91,0,2,1,1,12,0,8
322540.15,0,1,0,0,13,1,79
10494.4,0,0,1,0,5,1,42
11363.46,1,1,0,0,6,0,19
224563.34,0,0,0,0,12,0,6
52651.41,1,1,0,1,12,0,35
104843.45,1,0,1,0,12,1,53
93524.37,0,0,0,0,12,0,66
32579.49,0,0,1,0,10,0,18
10970.27,1,1,1,0,6,0,33
11563.85,0,0,1,0,4,0,59
211668.58,0,3,1,1,13,0,92
126310.42,0,4,1,0,13,0,41
13958.42,1,0,0,1,9,0,31
11142.55,1,2,0,1,6,1,15
22172.38,1,0,1,1,9,0,15
156494.69,1,0,0,0,12,0,61
10240.39,0,0,1,1,3,1,58
139185.12,1,2,1,1,12,1,27
62604.71,1,0,1,0,12,0,21
38849.63,0,1,1,0,8,0,67
18807.69,0,2,0,0,9,0,14
10523.96,0,3,1,0,5,0,43
17583.11,0,0,0,0,7,0,69
106817.82,0,0,1,0,12,1,46
12022.24,1,1,1,1,8,0,64
11479.37,1,3,0,0,7,1,44
80267.53,1,1,0,1,13,1,34
295106.12,0,1,1,1,15,0,74
82446.29,0,0,0,1,11,0,39
53121.84,1,0,1,1,12,0,12
40796.54,1,2,1,1,12,1,41
13229.25,0,1,1,0,8,0,57
25971.47,1,0,1,1,11,0,48
14102.66,1,2,1,1,9,0,43
92162.29,0,1,0,0,12,0,34
101599.36,0,0,0,1,13,1,17
120936.14,1,0,0,0,12,0,16
190190.32,1,0,0,1,12,1,65
21614.59,0,1,0,0,9,1,12
23444.76,0,0,0,0,7,0,11
79464.48,0,1,1,0,12,0,85
260471.38,1,2,0,1,15,0,46
11199.72,0,0,1,1,7,1,46
29094.24,1,1,0,1,10,0,58
42059.87,1,0,1,0,11,0,46
16944.87,0,0,1,1,8,1,55
22996.95,0,0,1,0,8,1,37
13190.73,0,0,1,0,6,1,45
10182.1,0,0,1,0,3,1,59
349090.16,0,0,0,1,13,0,28
191347.8,1,0,1,0,13,0,52
170708.44,1,0,1,1,13,1,90
12714.85,0,2,0,0,7,1,54
42352.05,1,0,1,1,12,1,2
142825.75,1,0,0,0,12,1,67
10257.98,1,2,1,1,3,1,52
278820.41,1,0,0,0,12,1,44
203355.53,1,0,1,1,12,1,6
16703.74,0,1,0,1,9,1,16
56013.7,1,0,0,0,12,1,52
102320.38,0,3,1,1,13,1,92
129775.3,0,0,0,1,12,1,79
18841.25,1,0,1,0,8,1,64
38965.45,1,1,1,1,12,1,17
13505.26,1,0,1,1,8,0,31
214884.83,1,4,1,0,13,1,77
10477.31,1,0,1,0,5,1,52
172993.14,1,0,1,0,13,1,89
10288.9,1,2,1,1,4,1,3
14364.54,0,1,0,0,7,1,0
27441.12,0,4,0,1,8,0,23
43393.16,1,0,1,1,10,0,28
13092.5,0,3,1,0,7,1,55
521651.74,0,2,1,0,15,1,98
11379.94,0,0,1,1,7,0,12
39688.01,1,0,1,0,10,0,52
10492.49,1,0,1,0,4,0,5
29064.07,0,0,1,1,12,0,7
13209.67,0,1,0,1,6,0,52
20704.95,0,2,1,1,8,0,59
71882.55,1,2,1,1,13,1,80
22976.36,0,0,1,0,10,0,51
17127.29,1,2,0,1,9,1,66
443572.06,1,0,0,1,13,0,88
35189.21,1,0,0,0,9,0,75
419193.69,1,0,1,0,13,0,83
42095.2,1,2,1,0,9,1,48
30909.26,0,1,1,1,10,1,57
10730.76,0,0,1,0,4,1,43
10116.39,0,3,1,0,2,1,45
10953.44,0,1,1,1,7,1,14
10629.92,0,0,1,0,6,1,12
19646.83,1,0,1,1,5,1,42
100838.93,1,2,1,1,11,1,82
91891.03,1,0,0,0,12,1,68
46861.13,1,0,1,1,11,1,60
168934.62,1,0,1,1,12,1,61
120782.57,1,1,1,1,11,1,65
49663.29,0,0,1,0,9,0,91
168221.55,0,1,0,1,12,0,45
351230.48,0,0,0,1,12,1,4
127807.97,0,2,0,1,12,1,37
20502.15,0,0,1,0,10,0,16
17196.08,1,4,1,1,10,1,46
82438.8,0,0,1,1,10,0,6
23856.15,0,0,1,1,10,1,45
917680.73,1,0,0,0,14,1,90
114151.42,0,0,0,0,12,1,10
528538.5,0,3,1,0,12,0,99
12688.07,1,0,1,0,6,0,1
80772.59,0,1,1,1,13,0,40
855020.98,1,1,1,0,14,1,82
10361.42,1,0,1,0,5,1,49
11128.5,1,0,1,0,4,0,50
567411.89,0,0,1,1,16,0,81
199135.42,0,0,1,1,14,1,87
19529.21,1,0,0,1,10,0,58
120074.02,0,3,1,1,12,0,93
152643.1,1,2,0,1,12,1,44
102158.09,1,0,1,1,13,0,10
233057.15,0,1,1,0,14,0,74
17529.9,1,0,1,1,8,1,28
82514.69,1,0,0,1,13,0,50
13686.54,1,0,0,0,8,0,59
76482.49,1,0,0,0,10,0,23
39039.33,1,0,0,0,10,1,42
41392.1,0,2,1,0,10,0,37
861537.11,1,0,1,0,16,1,71
34975.84,1,0,0,0,9,1,75
498660.01,1,0,0,1,16,1,2
12741.31,1,0,0,1,8,0,50
14116.51,1,3,1,1,9,1,16
16168.78,1,3,1,0,9,1,96
227957.64,0,0,0,0,12,0,29
188363.38,1,0,1,1,14,1,93
201179.08,0,0,0,1,13,1,4
17166.07,0,0,1,0,9,1,38
